site,MBFC factual,Site Rank,Year online,Name,Media Bias/Fact Check URL,Wikipedia,MBFC,Unnamed: 8,ID,URL,iffy,http,✓,volume
dailystar.co.uk,mixed,3185,1996.0,Daily Star UK,https://mediabiasfactcheck.com/daily-star-uk/,,FN,72.0,1445,https://dailystar.co.uk/,,301,↗,9014
darkjournalist.com,low,764232,2011.0,Dark Journalist,https://mediabiasfactcheck.com/dark-journalist/,,CP,,1446,https://darkjournalist.com/,1.0,200,↗,6
dataasylum.com,low,2507356,2000.0,Data Asylum,https://mediabiasfactcheck.com/data-asylum/,,CP,,286,http://www.dataasylum.com/,1.0,200,↗,1
davidharrisjr.com,low,164309,2016.0,David Harris Jr,https://mediabiasfactcheck.com/davidharrisjr-com/,,FN,10.0,2467,https://davidharrisjr.com/,1.0,200,↗,18031
davidicke.com,very-low,36009,1997.0,David Icke,https://mediabiasfactcheck.com/david-icke/,,CP,7.5,1447,https://www.davidicke.com/,1.0,200,↗,786
davidwolfe.com,mixed,78507,1999.0,David Wolfe,https://mediabiasfactcheck.com/david-wolfe/,,CP,,290,https://www.davidwolfe.com/,,200,↗,1
dcbluedot.com,mixed,20000000,2018.0,DC Blue Dot,https://mediabiasfactcheck.com/dc-blue-dot/,,FN,,4864,https://dcbluedot.com/,,200,↗,1
dcclothesline.com,low,144327,2013.0,The DC Clothesline,https://mediabiasfactcheck.com/the-d-c-clothesline/,,FN,7.5,291,https://www.dcclothesline.com/,1.0,200,↗,448
dcdirtylaundry.com,very-low,78280,2018.0,DC Dirty Laundry,https://mediabiasfactcheck.com/dc-dirty-laundry/,,FN,12.5,2324,https://dcdirtylaundry.com/,1.0,200,↗,2188
dcgazette.com,low,3708726,2014.0,DC Gazette,https://mediabiasfactcheck.com/dc-gazette/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,FN,,292,https://dcgazette.com/,1.0,406,↗,0
debka.com,mixed,35567,2000.0,DEBKAfile,https://mediabiasfactcheck.com/debkafile/,,FN,,1650,https://www.debka.com/,,200,↗,204
decaturtimes.com,mixed,2310667,2019.0,Decatur Times,https://mediabiasfactcheck.com/decatur-times/,,FN,32.0,4937,https://decaturtimes.com/,,200,↗,0
deepleftfield.info,mixed,613479,2014.0,Deep Left Field,https://mediabiasfactcheck.com/deep-left-field/,,FN,,4865,https://deepleftfield.info/,,200,↗,148
defendevropa.org,low,20000000,2017.0,Defend Europa,https://mediabiasfactcheck.com/defend-europa/,,FN,,1651,https://www.defendevropa.org/,1.0,301,↗,0
defiantamerica.com,low,2691233,2016.0,Defiant America,https://mediabiasfactcheck.com/defiant-america/,,FN,12.5,1652,https://defiantamerica.com/,1.0,200,↗,1
democrats.org,mixed,20000000,,Democratic National Committee,https://mediabiasfactcheck.com/democratic-national-committee-dnc/,,FN,,2662,https://democrats.org/,,200,↗,1488
deplorablekel.com,low,467402,2017.0,Deplorable Kel,https://mediabiasfactcheck.com/deplorable-kel/,,FN,,2325,https://deplorablekel.com/,1.0,200,↗,17
digifection.com,low,658363,2016.0,The Times of America,https://mediabiasfactcheck.com/the-times-of-america/,,FN,,1861,http://www.digifection.com/,1.0,200,↗,263
disclose.tv,low,27647,2007.0,Disclose TV,https://mediabiasfactcheck.com/disclose-tv/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,CP,,312,https://www.disclose.tv/,1.0,403,↗,89
discoverthenetworks.org,low,689724,2005.0,Discover the Networks,https://mediabiasfactcheck.com/discover-the-networks/,https://en.wikipedia.org/wiki/Discover_the_Networks,FN,,1659,https://www.discoverthenetworks.org/,1.0,200,↗,175
discovery.org,low,393423,1995.0,Discovery Institute,https://mediabiasfactcheck.com/discovery-institute/,https://en.wikipedia.org/wiki/Discovery_Institute,CP,,1448,https://www.discovery.org/,1.0,200,↗,54
disobedientmedia.com,mixed,20000000,2016.0,Disobedient Media,https://mediabiasfactcheck.com/disobedient-media/,,CP,,4866,https://disobedientmedia.com/,,200,↗,0
djhjmedia.com,low,37321,2019.0,BitChute,https://mediabiasfactcheck.com/djhj-media/,,FN,27.5,4828,https://djhjmedia.com/,1.0,200,↗,7639
dnyuz.com,mixed,30995,2018.0,Dnyuz,https://mediabiasfactcheck.com/dnyuz/,,FN,,4931,https://dnyuz.com/,,200,↗,108
doctoroz.com,mixed,52098,2003.0,DoctorOz.com (Dr. Oz),https://mediabiasfactcheck.com/doctoroz-com/,,CP,,1450,https://www.doctoroz.com/,,200,↗,316
draxe.com,mixed,12077,,Dr. Axe,https://mediabiasfactcheck.com/dr-axe/,,CP,40.0,1449,https://draxe.com/,,200,↗,106
earthpulse.com,low,3286750,1996.0,Earthpulse Press,https://mediabiasfactcheck.com/earthpulse-press/,,CP,,1451,https://earthpulse.com/,1.0,200,↗,3
ecalabamanews.com,mixed,20000000,2019.0,East Central Alabama News,https://mediabiasfactcheck.com/east-central-alabama-news/,,FN,32.0,4938,https://ecalabamanews.com/,,200,↗,0
ecology.news,very-low,4189190,2015.0,Ecology News,https://mediabiasfactcheck.com/ecology-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,2326,https://ecology.news/,1.0,200,↗,6
economictimes.indiatimes.com,mixed,131,1996.0,The Economic Times,https://mediabiasfactcheck.com/the-economic-times/,,FN,,4888,https://economictimes.indiatimes.com/,,200,↗,30674
educate-yourself.org,very-low,189941,1999.0,Educate Yourself,https://mediabiasfactcheck.com/educate-yourself/,,CP,,337,https://educate-yourself.org/,1.0,200,↗,84
educateinspirechange.org,mixed,294654,2013.0,Educate Inspire Change,https://mediabiasfactcheck.com/educate-inspire-change/,,CP,17.5,338,https://educateinspirechange.org/,,406,↗,14
electroverse.net,low,335147,2019.0,Electroverse,https://mediabiasfactcheck.com/electroverse/,,CP,,4829,https://electroverse.net/,1.0,200,↗,0
eluxemagazine.com,mixed,191922,2012.0,Eluxe Magazine,https://mediabiasfactcheck.com/eluxe-magazine/,,CP,,1453,https://eluxemagazine.com/,,200,↗,27
emirates247.com,mixed,128214,2010.0,Emirates 24/7,https://mediabiasfactcheck.com/emirates-247/,,FN,,4867,https://www.emirates247.com/,,200,↗,21
empireherald.com,low,15343499,2016.0,Empire Herald,https://mediabiasfactcheck.com/empire-herald/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,FN,,347,https://empireherald.com/,1.0,200,↗,0
en-volve.com,very-low,326775,2016.0,En-volve,https://mediabiasfactcheck.com/en-volve/,,FN,7.5,351,https://en-volve.com/,1.0,200,↗,0
en.mehrnews.com,mixed,820,2002.0,Mehr News Agency,https://mediabiasfactcheck.com/mehr-news-agency/,,FN,,4878,https://en.mehrnews.com/,,200,↗,317
en.metapedia.org,low,60690,,Metapedia,https://mediabiasfactcheck.com/metapedia/,https://en.wikipedia.org/wiki/Metapedia,FN,,1726,https://en.metapedia.org/,1.0,503,↗,1
en.newsner.com,very-low,60852,,Newsner,https://mediabiasfactcheck.com/newsner/,,FN,,2327,https://en.newsner.com/,1.0,200,↗,11
endthefed.org,low,1917909,2015.0,End the Fed,https://mediabiasfactcheck.com/end-the-fed/,,FN,,2328,https://endthefed.org/,1.0,200,↗,79
eng.majalla.com,mixed,278283,2009.0,The Majalla,https://mediabiasfactcheck.com/al-majalla/,,FN,,4855,https://eng.majalla.com/,,200,↗,5
english.alarabiya.net,mixed,2345,1999.0,Al Arabiya,https://mediabiasfactcheck.com/al-arabiya/,,FN,52.0,4853,https://english.alarabiya.net/,,200,↗,0
english.cctv.com,mixed,3048,1997.0,CCTV International,https://mediabiasfactcheck.com/cctv-america/,,FN,,4923,https://english.cctv.com/,,200,↗,220
escapeallthesethings.com,low,1117542,2004.0,Escape all these Things,https://mediabiasfactcheck.com/escape-all-these-things/,,CP,,1457,https://escapeallthesethings.com/,1.0,200,↗,0
eugenics.news,very-low,4619005,,Eugenics.News,https://mediabiasfactcheck.com/eugenics-news/,,CP,5.0,4946,https://eugenics.news/,1.0,200,↗,1
eutimes.net,mixed,746635,2009.0,The European Union Times,https://mediabiasfactcheck.com/the-european-union-times/,,CP,,360,https://eutimes.net/,,403,↗,0
everytown.org,mixed,366221,,Everyday for Gun Safety,https://mediabiasfactcheck.com/everytown-for-gun-safety/,,FN,,4900,https://everytown.org/,,200,↗,788
evil.news,low,9016680,2015.0,Evil.News,https://mediabiasfactcheck.com/evil-news/,https://en.wikipedia.org/wiki/Natural_News,FN,5.0,2329,https://evil.news/,1.0,200,↗,77
evolutionnews.org,low,147408,2004.0,Evolution News and Views,https://mediabiasfactcheck.com/evolution-news-and-views/,,CP,,1459,https://evolutionnews.org/,1.0,200,↗,183
explainlife.com,very-low,240818,2004.0,Explain Life,https://mediabiasfactcheck.com/explain-life/,,FN,7.5,2330,https://explainlife.com/,1.0,200,↗,10
extraordinaryinfo.com,mixed,20000000,2019.0,Extraordinary News,https://mediabiasfactcheck.com/extraordinary-news/,,CP,,1460,http://extraordinaryinfo.com/,,200,↗,0
factcheckingturkey.com,mixed,6994900,2015.0,Fact Checking Turkey,https://mediabiasfactcheck.com/fact-checking-turkey/,,FN,,1667,https://factcheckingturkey.com/,,200,↗,0
factswanted.com,mixed,9932405,2017.0,Facts Wanted,https://mediabiasfactcheck.com/facts-wanted/,,FN,,4868,https://factswanted.com/,,200,↗,0
fairus.org,low,149084,1995.0,The Federation for American Immigration Reform,https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/,https://en.wikipedia.org/wiki/Federation_for_American_Immigration_Reform,FN,,1837,https://www.fairus.org/,1.0,200,↗,267
faithpanda.com,mixed,743721,2016.0,FaithPanda,https://mediabiasfactcheck.com/faithpanda/,,CP,,1461,https://faithpanda.com/,,406,↗,0
familysurvivalheadlines.com,low,4880857,2016.0,Family Survival Headlines,https://mediabiasfactcheck.com/family-survival-headlines/,,CP,,1462,https://familysurvivalheadlines.com/,1.0,200,↗,1
fellowshipoftheminds.com,low,109424,2013.0,Fellowship of the Minds,https://mediabiasfactcheck.com/fellowship-of-the-minds/,,CP,,384,https://fellowshipoftheminds.com/,1.0,200,↗,51
femalista.com,mixed,734753,2017.0,Femalista,https://mediabiasfactcheck.com/femalista/,,FN,52.0,2535,https://www.femalista.com/,,200,↗,13
filmingcops.com,mixed,1751997,2013.0,Filming Cops,https://mediabiasfactcheck.com/filming-cops/,,FN,,4870,https://filmingcops.com/,,200,↗,0
focusonthefamily.com,low,33829,1999.0,Focus on the Family,https://mediabiasfactcheck.com/focus-on-the-family/,https://en.wikipedia.org/wiki/Focus_on_the_Family,FN,,1675,https://www.focusonthefamily.com/,1.0,200,↗,169
food.news,very-low,2704667,,Food.News,https://mediabiasfactcheck.com/food-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4679,https://food.news/,1.0,200,↗,1686
foodbabe.com,mixed,150530,2007.0,Food Babe,https://mediabiasfactcheck.com/food-babe/,,CP,,395,https://foodbabe.com/,,200,↗,26
foodmatters.com,mixed,105894,2001.0,Food Matters,https://mediabiasfactcheck.com/food-matters/,,CP,,1463,https://www.foodmatters.com/,,200,↗,14
foreverconscious.com,low,189774,2013.0,Forever Conscious,https://mediabiasfactcheck.com/forever-conscious/,,CP,,2333,https://foreverconscious.com/,1.0,200,↗,110
fortherightnews.com,low,4561531,2017.0,For the Right News,https://mediabiasfactcheck.com/for-the-right-news/,,FN,,2334,https://www.fortherightnews.com/,1.0,200,↗,30
frc.org,low,171433,1995.0,Family Research Council,https://mediabiasfactcheck.com/family-research-council/,https://en.wikipedia.org/wiki/Family_Research_Council,FN,,1668,https://frc.org/,1.0,200,↗,415
freedom.news,very-low,20000000,2015.0,Freedom.News,https://mediabiasfactcheck.com/freedom-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4680,https://freedom.news/,1.0,200,↗,208
freedomadvocates.org,low,5095191,,Freedom Advocates,https://mediabiasfactcheck.com/freedom-advocates-agenda-21/,,CP,,2335,https://www.freedomadvocates.org/,1.0,200,↗,1
freedomainradio.com,mixed,332816,2006.0,Freedomain Radio,https://mediabiasfactcheck.com/freedomain-radio/,,CP,,1464,https://freedomainradio.com/,,301,↗,2
freedomnewsreport.com,mixed,687681,2017.0,Freedom News Report,https://mediabiasfactcheck.com/freedom-news-report/,,FN,,4871,https://www.freedomnewsreport.com/,,200,↗,18
freetelegraph.com,mixed,14254667,2017.0,The Free Telegraph,https://mediabiasfactcheck.com/the-free-telegraph/,,FN,39.5,1839,https://freetelegraph.com/,,200,↗,6
friendsofscience.org,mixed,1262721,2002.0,Friends of Science,https://mediabiasfactcheck.com/friends-of-science/,,CP,,1465,https://friendsofscience.org/,,406,↗,212
fromthetrenchesworldreport.com,low,361089,,From the Trenches World Report,https://mediabiasfactcheck.com/from-the-trenches-world-report/,,CP,,422,https://fromthetrenchesworldreport.com/,1.0,200,↗,102
front.moveon.org,mixed,43140,1998.0,MoveOn,https://mediabiasfactcheck.com/move-on/,,FN,,2527,https://front.moveon.org/,,200,↗,188
frontpagemag.com,low,53181,1998.0,FrontPage Magazine,https://mediabiasfactcheck.com/frontpage-magazine/,https://en.wikipedia.org/wiki/FrontPage_Magazine,FN,22.5,424,https://www.frontpagemag.com/,1.0,200,↗,333
fury.news,very-low,7548165,,Fury News,https://mediabiasfactcheck.com/fury-news/,,FN,,1683,https://www.fury.news/,1.0,200,↗,32
gadsdentoday.com,mixed,20000000,2019.0,Gadsden Today,https://mediabiasfactcheck.com/gadsden-today/,,FN,32.0,4939,https://gadsdentoday.com/,,200,↗,0
gaia.com,low,18355,1992.0,Gaia,https://mediabiasfactcheck.com/gaia/,,CP,,428,https://www.gaia.com/,1.0,0,↗,211
gatestoneinstitute.org,mixed,50930,,Gatestone Institute,https://mediabiasfactcheck.com/gatestone-institute/,,FN,,4872,https://www.gatestoneinstitute.org/,,200,↗,2422
gellerreport.com,low,83508,2016.0,Geller Report,https://mediabiasfactcheck.com/geller-report/,https://en.wikipedia.org/wiki/Pamela_Geller,FN,10.0,1972,https://gellerreport.com/,1.0,200,↗,292
geoengineering.news,very-low,20000000,,Geoengineering.News,https://mediabiasfactcheck.com/geoengineering-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4681,https://geoengineering.news/,1.0,200,↗,0
geoengineeringwatch.org,low,218564,,GeoEngineering Watch,https://mediabiasfactcheck.com/geoengineering-watch/,,CP,,432,https://www.geoengineeringwatch.org/,1.0,200,↗,83
geologyin.com,mixed,190302,2014.0,Geology In,https://mediabiasfactcheck.com/geology-in/,,FN,52.0,2584,http://geologyin.com/,,200,↗,264
geopolitics.co,mixed,165644,2015.0,Covert Geopolitics,https://mediabiasfactcheck.com/covert-geopolitics/,,CP,,1441,https://geopolitics.co/,,200,↗,112
getholistichealth.com,low,288994,2003.0,Get Holistic Health,https://mediabiasfactcheck.com/get-holistic-health/,,CP,,2337,https://www.getholistichealth.com/,1.0,200,↗,15
ghost.report,mixed,2229481,,Ghost.Report,https://mediabiasfactcheck.com/ghost-report/,,FN,,1686,https://ghost.report/,,200,↗,43
glitch.news,very-low,4703013,2015.0,Glitch.News,https://mediabiasfactcheck.com/glitch-news/,,CP,5.0,4830,https://glitch.news/,1.0,200,↗,16
globalhealingcenter.com,mixed,70844,1999.0,Global Healing Center,https://mediabiasfactcheck.com/global-healing-center/,,CP,,1466,https://www.globalhealingcenter.com/,,301,↗,1
globalinfotoday.com,low,20000000,2016.0,Global Info Today,https://mediabiasfactcheck.com/global-info-today/,,FN,,1688,http://globalinfotoday.com/,1.0,200,↗,0
globalresearch.ca,low,26012,2001.0,Global Research,https://mediabiasfactcheck.com/global-research/,https://en.wikipedia.org/wiki/Michel_Chossudovsky#Centre_for_Research_on_Globalization,CP,17.5,439,https://www.globalresearch.ca/,1.0,200,↗,0
globalskywatch.com,low,1422431,,Global Skywatch,https://mediabiasfactcheck.com/global-skywatch/,,CP,,1467,http://globalskywatch.com/,1.0,200,↗,0
globaltimes.cn,mixed,33176,2003.0,Global Times,https://mediabiasfactcheck.com/global-times-china/,,FN,39.5,4873,https://www.globaltimes.cn/,,200,↗,2349
globemagazine.com,very-low,2751943,1999.0,Globe Magazine,https://mediabiasfactcheck.com/globe-magazine/,,FN,,1690,https://www.globemagazine.com/,1.0,200,↗,0
gmo.news,very-low,20000000,,GMO.News,https://mediabiasfactcheck.com/gmo-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4682,https://gmo.news/,1.0,200,↗,4
gmwatch.org,mixed,282877,2002.0,GMWatch,https://mediabiasfactcheck.com/gmwatch/,,CP,,4906,https://gmwatch.org/,,301,↗,395
gnews.org,low,22665,,Gnews,https://mediabiasfactcheck.com/gnews/,,FN,7.5,2338,https://gnews.org/,1.0,200,↗,49
godandscience.org,low,549935,1999.0,Evidence for God from Science,https://mediabiasfactcheck.com/evidence-for-god-from-science/,,CP,,2339,https://godandscience.org/,1.0,200,↗,5
godfatherpolitics.com,mixed,258003,2011.0,Godfather Politics,https://mediabiasfactcheck.com/godfather-politics/,,FN,42.0,4874,https://godfatherpolitics.com/,,200,↗,5
godlikeproductions.com,low,12222,2000.0,Godlike Productions,https://mediabiasfactcheck.com/godlike-productions/,,CP,,442,https://www.godlikeproductions.com/,1.0,200,↗,89
goodgopher.com,very-low,413031,2014.0,GoodGopher,https://mediabiasfactcheck.com/goodgopher/,,FN,,1692,https://goodgopher.com/,1.0,200,↗,0
goop.com,low,13260,1996.0,Goop,https://mediabiasfactcheck.com/goop/,https://en.wikipedia.org/wiki/Goop_(company),CP,10.0,2614,https://goop.com/,1.0,200,↗,129
gop.com,mixed,20000000,,Republican National Committee,https://mediabiasfactcheck.com/gop-com/,,FN,,2649,https://gop.com/,,403,↗,2636
gop.gov,mixed,510971,,House Republican Conference,https://mediabiasfactcheck.com/gop-gov-house-republicans/,,FN,,4904,https://www.gop.gov/,,200,↗,2805
gotquestions.org,low,6153,2002.0,Got Questions,https://mediabiasfactcheck.com/got-questions-gotquestions-org/,,CP,,1468,https://www.gotquestions.org/,1.0,200,↗,256
grainoftruth.ca,very-low,1827170,2018.0,Grain of Truth,https://mediabiasfactcheck.com/grain-of-truth/,,FN,,2340,https://grainoftruth.ca/,1.0,200,↗,1
greanvillepost.com,mixed,499040,2009.0,The Greanville Post,https://mediabiasfactcheck.com/the-greanville-post-bias-rating/,,CP,,447,http://www.greanvillepost.com/,,200,↗,68
greatamericandaily.com,low,282103,2016.0,Great American Daily,https://mediabiasfactcheck.com/great-american-daily/,,FN,,2341,https://greatamericandaily.com/,1.0,200,↗,33
greatamericanrepublic.com,low,4166209,2016.0,Great American Republic,https://mediabiasfactcheck.com/great-american-republic-bias-credibility-fake-news/,,FN,34.5,2342,https://greatamericanrepublic.com/,1.0,200,↗,0
greenmedinfo.com,low,55143,,GreenMedInfo,https://mediabiasfactcheck.com/greenmedinfo/,,CP,17.5,448,https://www.greenmedinfo.com/,1.0,200,↗,623
greenpeace.org,mixed,20834,1992.0,Greenpeace,https://mediabiasfactcheck.com/greenpeace/,,CP,,1469,https://www.greenpeace.org/,,301,↗,19785
grunge.com,mixed,35477,1995.0,Grunge.com,https://mediabiasfactcheck.com/grunge/,,FN,,4922,https://www.grunge.com/,,200,↗,170
gucmakale.com,mixed,983355,2018.0,Femalista,https://mediabiasfactcheck.com/gucmakale-com/,,FN,52.0,2536,https://www.gucmakale.com/,,200,↗,1
gulagbound.com,low,2485234,2010.0,Gulag Bound,https://mediabiasfactcheck.com/gulag-bound/,,CP,,454,http://gulagbound.com/,1.0,200,↗,12
hangthebankers.com,low,596098,2012.0,Hang The Bankers,https://mediabiasfactcheck.com/hang-the-bankers/,,FN,,457,https://hangthebankers.com/,1.0,200,↗,12
hannity.com,low,69187,1998.0,Sean Hannity,https://mediabiasfactcheck.com/hannity-com/,https://en.wikipedia.org/wiki/Sean_Hannity,FN,42.0,2459,https://hannity.com/,1.0,200,↗,54724
hardnews.network,mixed,5309912,,Hard News,https://mediabiasfactcheck.com/hard-news/,,FN,,1695,https://hardnews.network/,,200,↗,0
headtopics.com,mixed,27008,2017.0,Head Topics,https://mediabiasfactcheck.com/head-topics/,,FN,,4909,https://headtopics.com/,,301,↗,379
healingfoodreference.com,very-low,2981377,,Healing Food Reference,https://mediabiasfactcheck.com/healing-food-reference/,,CP,,4683,https://healingfoodreference.com/,1.0,200,↗,1
healingoracle.ch,very-low,1132882,,Healing Oracle,https://mediabiasfactcheck.com/healing-oracle/,,CP,12.5,2344,https://healingoracle.ch/,1.0,403,↗,8
health.news,very-low,957767,,Health.News,https://mediabiasfactcheck.com/health-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4684,https://health.news/,1.0,200,↗,20997
healthimpactnews.com,low,184109,2011.0,Health Impact News,https://mediabiasfactcheck.com/health-impact-news/,,CP,25.0,459,https://healthimpactnews.com/,1.0,200,↗,11
healthnutnews.com,very-low,85465,2013.0,Health Nut News,https://mediabiasfactcheck.com/health-nut-news/,,CP,12.5,460,https://www.healthnutnews.com/,1.0,200,↗,47
healthranger.com,very-low,2517608,,The Health Ranger,https://mediabiasfactcheck.com/the-health-ranger/,,CP,,4685,https://healthranger.com/,1.0,200,↗,3
healthrangerreport.com,very-low,20000000,2015.0,Health Ranger Report,https://mediabiasfactcheck.com/health-ranger-report/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4686,https://healthrangerreport.com/,1.0,200,↗,1
healthy-holistic-living.com,low,61516,2006.0,Healthy Holistic Living,https://mediabiasfactcheck.com/healthy-holistic-living/,,CP,10.0,461,https://www.healthy-holistic-living.com/,1.0,200,↗,47
healthyandnaturalworld.com,mixed,20000000,,Healthy and Natural World,https://mediabiasfactcheck.com/healthy-and-natural-world/,,CP,35.0,2673,https://www.healthyandnaturalworld.com/,,200,↗,1
healthyfoodhouse.com,low,41171,2012.0,Healthy Food House,https://mediabiasfactcheck.com/healthy-food-house/,,CP,20.0,2345,https://www.healthyfoodhouse.com/,1.0,200,↗,13
heartland.org,low,314281,1994.0,Heartland Institute,https://mediabiasfactcheck.com/heartland-institute/,https://en.wikipedia.org/wiki/Heartland_Institute,FN,,465,https://heartland.org/,1.0,200,↗,73
hellochristian.com,mixed,764264,2012.0,Hello Christian,https://mediabiasfactcheck.com/hello-christian/,,CP,,1475,https://hellochristian.com/,,200,↗,0
herbreference.com,very-low,4217904,,Herbreference.com,https://mediabiasfactcheck.com/herbreference-com/,,CP,,4687,https://herbreference.com/,1.0,200,↗,0
hoggwatch.com,low,3451464,2018.0,Hogg Watch,https://mediabiasfactcheck.com/hogg-watch/,https://en.wikipedia.org/wiki/Natural_News,FN,5.0,1697,https://hoggwatch.com/,1.0,200,↗,0
home.nra.org,mixed,92522,1993.0,National Rifle Association,https://mediabiasfactcheck.com/national-rifle-association-nra/,,FN,,4879,https://home.nra.org/,,200,↗,3
hsionline.com,low,648601,2009.0,Health Sciences Institute,https://mediabiasfactcheck.com/health-sciences-institute/,,CP,,1473,https://hsionline.com/,1.0,200,↗,9
humansarefree.com,low,96003,,Humans are Free,https://mediabiasfactcheck.com/humans-are-free/,,CP,5.0,480,https://humansarefree.com/,1.0,200,↗,2879
huntsvilleleader.com,mixed,20000000,2019.0,Huntsville Leader,https://mediabiasfactcheck.com/huntsville-leader/,,FN,32.0,4940,https://huntsvilleleader.com/,,200,↗,0
iceagenow.info,low,434235,2011.0,Ice Age Now,https://mediabiasfactcheck.com/ice-age-now/,,CP,,2346,https://www.iceagenow.info/,1.0,200,↗,230
icr.org,very-low,114323,1995.0,Institute for Creation Research (IRC),https://mediabiasfactcheck.com/institute-for-creation-research-icr/,,CP,,484,https://www.icr.org/,1.0,302,↗,152
iflscience.com,mixed,18089,,IFL Science,https://mediabiasfactcheck.com/ifl-science/,,CP,80.0,4876,https://iflscience.com/,,200,↗,2744
ifyouonlynews.com,very-low,1975929,2014.0,If You Only News,https://mediabiasfactcheck.com/if-you-only-news/,,FN,,486,https://ifyouonlynews.com/,1.0,200,↗,0
iharare.com,mixed,20000000,,iHarare,https://mediabiasfactcheck.com/iharare/,,FN,,2718,https://iharare.com/,,200,↗,82
ihatethemedia.com,low,1238104,,I Hate the Media,https://mediabiasfactcheck.com/i-hate-the-media/,,FN,,2347,https://www.ihatethemedia.com/,1.0,200,↗,3
ihealthtube.com,low,804636,,iHealthtube.com,https://mediabiasfactcheck.com/ihealthtube/,,CP,,1480,https://ihealthtube.com/,1.0,200,↗,38
iheartintelligence.com,mixed,10386,2014.0,I Heart Intelligence,https://mediabiasfactcheck.com/i-heart-intelligence/,,CP,,4910,https://iheartintelligence.com/,,200,↗,109
ihr.org,very-low,335362,1998.0,Institute for Historical Review (IHR),https://mediabiasfactcheck.com/institute-for-historical-review/,https://en.wikipedia.org/wiki/Institute_for_Historical_Review,FN,,488,http://ihr.org/,1.0,200,↗,21
ihypocrite.net,mixed,5903604,2016.0,"I, Hypocrite",https://mediabiasfactcheck.com/i-hypocrite/,,FN,,1700,https://ihypocrite.net/,,406,↗,0
illegalaliencrimereport.com,mixed,2931970,2014.0,Illegal Alien Crime Report,https://mediabiasfactcheck.com/illegal-alien-crime-report/,,FN,,4898,https://www.illegalaliencrimereport.com/,,200,↗,73
illicitinfo.com,low,269313,2018.0,Illicit Info,https://mediabiasfactcheck.com/illicit-info/,,FN,42.5,2348,https://illicitinfo.com/,1.0,200,↗,40
illuminati-news.com,low,923580,2000.0,Illuminati News,https://mediabiasfactcheck.com/illuminati-news/,,CP,,490,http://illuminati-news.com/,1.0,200,↗,2
illuminatiwatcher.com,low,544983,2012.0,Illuminati Watcher,https://mediabiasfactcheck.com/illuminati-watcher/,,CP,,1482,https://illuminatiwatcher.com/,1.0,200,↗,5
ilovemyfreedom.org,very-low,61855,2015.0,I love my Freedom,https://mediabiasfactcheck.com/i-love-my-freedom/,,FN,54.5,491,https://ilovemyfreedom.org/,1.0,200,↗,2
imowired.com,very-low,4144569,2016.0,IMOwired,https://mediabiasfactcheck.com/imowired/,,FN,,1701,http://imowired.com/,1.0,200,↗,5
independentlivingnews.com,mixed,3686209,,Independent Living News,https://mediabiasfactcheck.com/independent-living-news/,,CP,,1484,https://independentlivingnews.com/,,200,↗,0
independentsciencenews.org,mixed,1587315,2011.0,Independent Science News,https://mediabiasfactcheck.com/independent-science-news/,,CP,,1485,https://www.independentsciencenews.org/,,200,↗,89
infiniteunknown.net,low,549776,2008.0,Infinite Unknown,https://mediabiasfactcheck.com/infinite-unknown/,,CP,,498,https://infiniteunknown.net/,1.0,200,↗,0
infogalactic.com,low,107104,2016.0,InfoGalactic,https://mediabiasfactcheck.com/infogalactic/,https://en.wikipedia.org/wiki/Vox_Day,FN,,1702,https://infogalactic.com/,1.0,301,↗,30
informationclearinghouse.info,mixed,51166,2003.0,Information Clearing House,https://mediabiasfactcheck.com/information-clearing-house/,,CP,,499,http://www.informationclearinghouse.info/,,200,↗,385
informationliberation.com,low,92020,2004.0,Information Liberation,https://mediabiasfactcheck.com/information-liberation/,,FN,52.0,1703,http://www.informationliberation.com/,1.0,200,↗,448
inforos.ru,low,564067,2000.0,InfoRos.ru,https://mediabiasfactcheck.com/inforos/,,FN,,4688,https://inforos.ru/,1.0,200,↗,0
infoscum.com,mixed,20000000,2017.0,InfoScum,https://mediabiasfactcheck.com/infoscum/,,FN,,4877,https://infoscum.com/,,200,↗,0
infowars.com,very-low,4158,1999.0,Infowars,https://mediabiasfactcheck.com/infowars-alex-jones/,https://en.wikipedia.org/wiki/InfoWars,CP,25.0,502,https://www.infowars.com/,1.0,200,↗,6280
ingredients.news,very-low,9416739,2015.0,Ingredients.News,https://mediabiasfactcheck.com/ingredients-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4749,http://ingredients.news/,1.0,301,↗,6
intellihub.com,low,151112,,Intellihub,https://mediabiasfactcheck.com/intellihub/,,CP,25.0,505,https://www.intellihub.com/,1.0,200,↗,136
